date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:26:03	9518/9518	---M-Z	200	added ('OK')	text/css	etag:%22252e-676883d3-2377503b34e32aa2;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/k15o5c60/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/k15o5c60/h5os5.css	(from https://alis-lighting.vn/)
09:26:03	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:03%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/lc593gmd/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/lc593gmd/h5os5.css	(from https://alis-lighting.vn/)
09:26:03	4596/4596	---M-Z	200	added ('OK')	text/css	etag:%2211f4-676883d3-e043536f1d91a127;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/lc593gmd/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/lc593gmd/h5os5.css	(from https://alis-lighting.vn/)
09:26:04	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:04%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/fgifj616/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/fgifj616/h5os5.css	(from https://alis-lighting.vn/)
09:26:04	3304/3304	---M-Z	200	added ('OK')	text/css	etag:%22ce8-676883d3-5ae6d0e4e2c0a1a5;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/fgifj616/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/fgifj616/h5os5.css	(from https://alis-lighting.vn/)
09:26:04	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:04%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/88fnjb0h/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/88fnjb0h/h5os5.css	(from https://alis-lighting.vn/)
09:26:04	38137/38137	---M-Z	200	added ('OK')	text/css	etag:%2294f9-676883d3-34ae875307ea41c9;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/88fnjb0h/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/88fnjb0h/h5os5.css	(from https://alis-lighting.vn/)
09:26:04	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:04%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/kb3f6j03/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/kb3f6j03/h5os5.css	(from https://alis-lighting.vn/)
09:26:05	1513/1513	---M-Z	200	added ('OK')	text/css	etag:%225e9-676883d3-ea6d00810a82df45;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/kb3f6j03/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/kb3f6j03/h5os5.css	(from https://alis-lighting.vn/)
09:26:05	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:05%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/ee549xcs/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/ee549xcs/h5os5.css	(from https://alis-lighting.vn/)
09:26:05	6024/6024	---M-Z	200	added ('OK')	text/css	etag:%221788-676883d3-f322c5c5acef76;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/ee549xcs/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/ee549xcs/h5os5.css	(from https://alis-lighting.vn/)
09:26:05	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:05%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/1s82y2g4/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/1s82y2g4/h5os5.css	(from https://alis-lighting.vn/)
09:26:06	695/695	---M-Z	200	added ('OK')	text/css	etag:%222b7-676883d3-b850cc6d6e0d44a1;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/1s82y2g4/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/1s82y2g4/h5os5.css	(from https://alis-lighting.vn/)
09:26:06	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:06%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/1gkvbth2/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/1gkvbth2/h5os5.css	(from https://alis-lighting.vn/)
09:26:06	19409/19409	---M-Z	200	added ('OK')	text/css	etag:%224bd1-676883d3-6b3cef47fb13a077;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/1gkvbth2/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/1gkvbth2/h5os5.css	(from https://alis-lighting.vn/)
09:26:06	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:06%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/mk6fuph6/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/mk6fuph6/h5os5.css	(from https://alis-lighting.vn/)
09:26:06	32200/32200	---M-Z	200	added ('OK')	text/css	etag:%227dc8-676883d3-dc039833a41eb813;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/mk6fuph6/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/mk6fuph6/h5os5.css	(from https://alis-lighting.vn/)
09:26:07	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:07%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/lm1wl5eb/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/lm1wl5eb/h5os5.css	(from https://alis-lighting.vn/)
09:26:07	56653/56653	---M-Z	200	added ('OK')	text/css	etag:%22dd4d-676883d3-2169b9c642ae040d;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/lm1wl5eb/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/lm1wl5eb/h5os5.css	(from https://alis-lighting.vn/)
09:26:07	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:07%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/7z7zug7h/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/7z7zug7h/h5os5.css	(from https://alis-lighting.vn/)
09:26:07	28823/28823	---M-Z	200	added ('OK')	text/css	etag:%227097-676883d3-e43636573d6d13ba;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/7z7zug7h/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/7z7zug7h/h5os5.css	(from https://alis-lighting.vn/)
09:26:07	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:08%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/9mky52tv/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/9mky52tv/h5os5.css	(from https://alis-lighting.vn/)
09:26:08	86612/86612	---M-Z	200	added ('OK')	text/css	etag:%2215254-676883d3-22b5695fd837479d;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/9mky52tv/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/9mky52tv/h5os5.css	(from https://alis-lighting.vn/)
09:26:08	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:08%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/euktw913/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/euktw913/h5os5.css	(from https://alis-lighting.vn/)
09:26:08	5360/5360	---M-Z	200	added ('OK')	text/css	etag:%2214f0-676883d3-c1a50333cbab8bb2;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/euktw913/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/euktw913/h5os5.css	(from https://alis-lighting.vn/)
09:26:08	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:09%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/mnonjybx/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/mnonjybx/h5os5.css	(from https://alis-lighting.vn/)
09:26:09	38312/38312	---M-Z	200	added ('OK')	text/css	etag:%2295a8-676883d3-29481544f0b1979c;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/mnonjybx/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/mnonjybx/h5os5.css	(from https://alis-lighting.vn/)
09:26:09	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:09%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/2pahz2kx/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/2pahz2kx/h5os5.css	(from https://alis-lighting.vn/)
09:26:09	3502569/3502569	---M-Z	200	added ('OK')	text/css	etag:%223571e9-676883d3-aa0776a3f7ffb0df;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/2pahz2kx/h5os5.css	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/2pahz2kx/h5os5.css	(from https://alis-lighting.vn/)
09:26:10	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:09%20GMT	http://alis-lighting.vn/wp-content/themes/mrittik/style.css?ver=1.0.3	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/themes/mrittik/style4bf4.css	(from https://alis-lighting.vn/)
09:26:10	753/753	---M-Z	200	added ('OK')	text/css	etag:%222f1-670253bb-9485f9d5c73cc7b5;gz%22	https://alis-lighting.vn/wp-content/themes/mrittik/style.css?ver=1.0.3	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/themes/mrittik/style4bf4.css	(from https://alis-lighting.vn/)
09:26:11	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:11%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/kdv0tk5h/h5os5.js	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/kdv0tk5h/h5os5.js	(from https://alis-lighting.vn/)
09:26:11	125246/125246	---M-Z	200	added ('OK')	application/javascript	etag:%221e93e-676883d3-8e83b73f41eeb4a7;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/kdv0tk5h/h5os5.js	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/kdv0tk5h/h5os5.js	(from https://alis-lighting.vn/)
09:26:11	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:11%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/lda5tzw2/h5umm.js	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/lda5tzw2/h5umm.js	(from https://alis-lighting.vn/)
09:26:11	57824/57824	---M-Z	200	added ('OK')	application/javascript	etag:%22e1e0-6768874a-1525ed4e720329fd;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/lda5tzw2/h5umm.js	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/lda5tzw2/h5umm.js	(from https://alis-lighting.vn/)
09:26:12	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2030%20Dec%202024%2002:26:12%20GMT	http://alis-lighting.vn/wp-content/cache/wpfc-minified/20zbt6w7/h5os5.js	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/20zbt6w7/h5os5.js	(from https://alis-lighting.vn/)
09:26:13	1506/1506	---M-Z	200	added ('OK')	application/javascript	etag:%225e2-676883d3-10184e82750d47b2;gz%22	https://alis-lighting.vn/wp-content/cache/wpfc-minified/20zbt6w7/h5os5.js	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/cache/wpfc-minified/20zbt6w7/h5os5.js	(from https://alis-lighting.vn/)
09:26:16	1480716/1480716	---MCZ	200	added ('OK')	application/json	date:Mon,%2030%20Dec%202024%2002:26:16%20GMT	https://alis-lighting.vn/wp-json/	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-json/index.html	(from https://alis-lighting.vn/)
09:26:17	103475/103475	---MCZ	200	added ('OK')	application/json	date:Mon,%2030%20Dec%202024%2002:26:17%20GMT	https://alis-lighting.vn/wp-json/wp/v2/pages/7494	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-json/wp/v2/pages/7494.json	(from https://alis-lighting.vn/)
09:26:17	795/795	---M-Z	403	error ('Forbidden')	text/html	etag:%2231b-67025396-356cc871878f9a37;gz%22	https://alis-lighting.vn/xmlrpc.php?rsd	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/xmlrpc0db0.php	(from https://alis-lighting.vn/)
09:26:20	2557/2557	---M-Z	200	added ('OK')	application/json	date:Mon,%2030%20Dec%202024%2002:26:20%20GMT	https://alis-lighting.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Falis-lighting.vn%2F	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-json/oembed/1.0/embed2228.json	(from https://alis-lighting.vn/)
09:26:22	2765/2765	---M-Z	200	added ('OK')	text/xml	date:Mon,%2030%20Dec%202024%2002:26:22%20GMT	https://alis-lighting.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2Falis-lighting.vn%2F&format=xml	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-json/oembed/1.0/embed365f	(from https://alis-lighting.vn/)
09:26:22	49909/49909	---M--	200	added ('OK')	image/png	etag:%22c2f5-6702540b-6e64553defefbbd4;;;%22	https://alis-lighting.vn/wp-content/uploads/2024/08/17.-Alis-Lighting-Main-Full-Logo-White-on-Dark-Black.png	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/uploads/2024/08/17.-Alis-Lighting-Main-Full-Logo-White-on-Dark-Black.png	(from https://alis-lighting.vn/)
09:26:23	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2030%20Dec%202024%2002:26:23%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/alislighting/www.googletagmanager.com/gtm.405445.delayed	(from https://alis-lighting.vn/)
09:26:23	326628/326628	---M--	200	added ('OK')	font/woff2	etag:%224fbe4-6761edb9-5f8ecdf5eca0d8c7;;;%22	https://alis-lighting.vn/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://alis-lighting.vn/)
09:26:23	146060/146060	---M--	200	added ('OK')	font/woff2	etag:%2223a8c-6761edb9-ce7000671e372c2;;;%22	https://alis-lighting.vn/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://alis-lighting.vn/)
09:26:23	29463/29463	---M--	200	added ('OK')	image/png	etag:%227317-670253bc-c467351e467f839a;;;%22	https://alis-lighting.vn/wp-content/uploads/2023/03/14.-Alis-Lighting-Main-Full-Logo-Dark-Black-e1716870318901.png	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/uploads/2023/03/14.-Alis-Lighting-Main-Full-Logo-Dark-Black-e1716870318901.png	(from https://alis-lighting.vn/)
09:26:24	28178/28178	---M--	200	added ('OK')	image/png	etag:%226e12-670253bc-618caf765135f834;;;%22	https://alis-lighting.vn/wp-content/uploads/2023/03/15.-Alis-Lighting-Main-Full-Logo-White-e1716870119942.png	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/uploads/2023/03/15.-Alis-Lighting-Main-Full-Logo-White-e1716870119942.png	(from https://alis-lighting.vn/)
09:26:24	410530/410530	---M--	200	added ('OK')	image/jpeg	etag:%22643a2-6702540b-e4492d6650469221;;;%22	https://alis-lighting.vn/wp-content/uploads/2024/08/1D5A1246-4K-scaled.jpg	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/uploads/2024/08/1D5A1246-4K-scaled.jpg	(from https://alis-lighting.vn/)
09:26:25	681531/681531	---M--	200	added ('OK')	image/png	etag:%22a663b-6721ab42-7d10da01588e0efa;;;%22	https://alis-lighting.vn/wp-content/uploads/2024/10/vkuv07HuVN1WUAWZsNYo9qF1g_1.png	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/uploads/2024/10/vkuv07HuVN1WUAWZsNYo9qF1g_1.png	(from https://alis-lighting.vn/)
09:26:26	175408/175408	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2002:30:40%20GMT	https://alis-lighting.vn/ve-chung-toi/	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/ve-chung-toi/index.html	(from https://alis-lighting.vn/)
09:26:26	3199541/3199541	---M--	200	added ('OK')	image/png	etag:%2230d235-67219a8f-921beb904c73c14d;;;%22	https://alis-lighting.vn/wp-content/uploads/2024/10/Occhio_sento_verticale_text.png	C:/My%20Web%20Sites/alislighting/alis-lighting.vn/wp-content/uploads/2024/10/Occhio_sento_verticale_text.png	(from https://alis-lighting.vn/)
